user	instance_id	displayed_text	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes	Does the explanation justify the answer?:::No	Does the explanation justify the answer?:::Yes	Does the explanation justify the answer?:::Weakly Yes	Does the explanation justify the answer?:::Weakly No	reason:::Contain hallucinated content (not present in the premise)	reason:::None (only if the previous answer is Yes)	reason:::Too trivial (only repeating one of the sentences)	reason:::Insufficient justification	reason:::Does not make sense (nonsensical)	reason:::Irrelevant to the task
6070cfb276c26c04581246df	140	"<strong>Hypothesis:</strong> A person in a blue jacket is jumping onto a tall cement wall<br> <hr size=""2""><strong>Premise:</strong> The man is performing a large jump<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  the man is performing a large jump onto a tall cement wall."					2					2		
61138add299713969a18677d	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
61138add299713969a18677d	343	"<strong>Hypothesis:</strong> barrow and barrow played out a goalless draw in the fa cup first round.<br> <hr size=""2""><strong>Premise:</strong> Media playback is not supported on this device Eighth-tier Taunton were playing their ninth game in this season's competition and were the lowest-ranked side left after Westfields' exit on Monday. Centre-half Ed Palmer drew them level with a superb free-kick in the 73rd minute, cancelling out a fine 48th-minute opener by Barrow winger Williams. But the hosts went back in front within two minutes when a Ryan Yates cross appeared to be deflected into his own net by Josh Searle, and that was enough to send the National League side into the second round for the first time since 2012/13. Taunton frustrated the hosts in the first half, with Barrow defenders Nick Anderton and Danny Livesey both having headers cleared off the line in quick succession. Williams then fired wide while Palmer had a free-kick deflected over. But Williams then latched on to a poor clearance to cut inside and curl a superb right-footed effort into the top corner from 20 yards. Palmer stunned the home crowd by curling a 20-yard free-kick into the top corner. But Barrow soon restored their lead and keeper Lloyd Irish prevented Ross Hannah, Richie Bennett and Williams making the victory more emphatic. Report supplied by the Press Association Match ends, Barrow 2, Taunton Town 1. Second Half ends, Barrow 2, Taunton Town 1. Ed Palmer (Taunton Town) is shown the yellow card. Attempt saved. Jordan Williams (Barrow) right footed shot from outside the box is saved in the centre of the goal. Foul by Alex-Ray Harvey (Barrow). Adam Kelly (Taunton Town) wins a free kick in the attacking half. Myles Anderson (Barrow) wins a free kick in the attacking half. Foul by Matthew Wright (Taunton Town). Attempt saved. Richard Bennett (Barrow) header from the centre of the box is saved in the top centre of the goal. Corner,  Barrow. Conceded by Matt Villis. Attempt saved. Ross Hannah (Barrow) left footed shot from outside the box is saved in the bottom left corner. Matt Buse (Taunton Town) is shown the yellow card for a bad foul. Liam Hughes (Barrow) wins a free kick in the attacking half. Foul by Matt Buse (Taunton Town). Jordan Williams (Barrow) wins a free kick in the attacking half. Foul by Matthew Wright (Taunton Town). Attempt missed. Ross Hannah (Barrow) left footed shot from the left side of the box is close, but misses to the left. Substitution, Taunton Town. Matt Buse replaces Brett Trowbridge. Alex-Ray Harvey (Barrow) wins a free kick on the right wing. Foul by Shane White (Taunton Town). Corner,  Taunton Town. Conceded by Nick Wilmer-Anderton. Goal!  Barrow 2, Taunton Town 1. Ryan Yates (Barrow) left footed shot from long range on the right to the bottom left corner. Assisted by Shaun Beeley. Goal!  Barrow 1, Taunton Town 1. Ed Palmer (Taunton Town) from a free kick with a right footed shot to the top right corner. Foul by Shaun Beeley (Barrow). Ed Palmer (Taunton Town) wins a free kick in the attacking half. Corner,  Taunton Town. Conceded by Myles Anderson. Attempt blocked. Ross Hannah (Barrow) left footed shot from outside the box is blocked. Substitution, Taunton Town. Adam Kelly replaces Ollie Chamberlain. Hand ball by Shane White (Taunton Town). Attempt saved. Ryan Yates (Barrow) right footed shot from outside the box is saved in the bottom left corner. Owen Irish (Taunton Town) is shown the yellow card for a bad foul. Jordan Williams (Barrow) wins a free kick on the right wing. Foul by Owen Irish (Taunton Town). Shane White (Taunton Town) is shown the yellow card for a bad foul. Ryan Yates (Barrow) wins a free kick on the right wing. Foul by Shane White (Taunton Town). Shaun Beeley (Barrow) wins a free kick in the attacking half. Foul by Matthew Wright (Taunton Town). Substitution, Taunton Town. Craig Veal replaces Jordan Rogers. Corner,  Barrow. Conceded by Lloyd Irish.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  barrow and taunton drew 0-0 in the fa cup first round."			4						4			
61138add299713969a18677d	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
61138add299713969a18677d	403	"<strong>Hypothesis:</strong> Ben White plays for Newport County .<br> <hr size=""2""><strong>Premise:</strong> Benjamin William White ( born 8 November 1997 ) is an English professional footballer who plays as a centre-back for Newport County<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the footballer is a centre-back for Newport County."				1								
61138add299713969a18677d	68	"<strong>Hypothesis:</strong> A man in a purple shirt is dying another shirt black, which has a man looking at a dog doing a funny face painted on it.<br> <hr size=""2""><strong>Premise:</strong> A man doing a pose is being watched by another man<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  not all men wear purple shirts."			4							2		3
61138add299713969a18677d	283	"<strong>Hypothesis:</strong> Someone is putting ingredients into a wok<br> <hr size=""2""><strong>Premise:</strong> A person is not cutting garlic into pieces with a knife<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  not all people are putting ingredients into a wok."			4				5					
61138add299713969a18677d	220	"<strong>Hypothesis:</strong> Three men are looking into the distance<br> <hr size=""2""><strong>Premise:</strong> Three men are looking absent mindedly into the distance<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  men are looking absent mindedly into the distance"					2				4	2		
61138add299713969a18677d	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
61138add299713969a18677d	474	"<strong>Hypothesis:</strong> The Broncos wanted to improve from the 2017 season where they were 5-11 .<br> <hr size=""2""><strong>Premise:</strong> On March 14 , 2018 , Keenum signed a two-year , $ 36 million contract with the Denver Broncos .<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  just because keenum signed a two-year, $ 36 million contract with the denver broncos does not mean they wanted to improve from the 2017 season where they were 5-11."				1								
61138add299713969a18677d	78	"<strong>Hypothesis:</strong> There are no people driving ATVs<br> <hr size=""2""><strong>Premise:</strong> Three people are driving four wheel ATVs in a field<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  there can either be three people or no people."					2				4			
61138add299713969a18677d	74	"<strong>Hypothesis:</strong> There is no little black dog chasing a little brown dog<br> <hr size=""2""><strong>Premise:</strong> A little black dog is chasing a little brown dog<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  a little black dog is chasing a little brown dog."						3			4	2		
61138add299713969a18677d	157	"<strong>Hypothesis:</strong> the british national team will play greece in the eurobasket 2017 next month.<br> <hr size=""2""><strong>Premise:</strong> Coverage will be on BBC iPlayer and the BBC Sport website and app. The two teams faced off in Patras, Greece, earlier this month, with European title contenders Greece running out winners, 92-64. Three members of that team will be missing at the Copper Box, however, offering GB a chance of revenge. ""I think it's going to be amazing - I'm from Stratford so I love playing there [at the Copper Box],"" said GB guard Teddy Okereafor. ""This is the level we need to be playing at to make sure we're 100% ready for EuroBasket this year. ""We've got a couple of guys who are going to be playing for the first time in London so it's going to be exciting for them - I think the atmosphere's going to be great."" The game will be Britain's only home game before they compete at FIBA EuroBasket 2017, which starts at the beginning of September with a qualifying group in Istanbul, Turkey. After they play Greece, coach Joe Prunty's team travel to a four-team tournament in Poland, their last warm-up games before EuroBasket starts. (BST) 17:30-19:30 - BBC iPlayer 17:30-19:30 - BBC Sport website<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the british national team will play greece in the eurobasket 2017 next month."				1				6				
61138add299713969a18677d	98	"<strong>Hypothesis:</strong> `` Electrical storm '' , `` lightning storm '' , and `` thundershower '' are different names for a thunderstorm .<br> <hr size=""2""><strong>Premise:</strong> A thunderstorm , also known as an electrical storm , lightning storm , or thundershower , is a storm characterized by the presence of lightning and its acoustic effect on the Earth 's atmosphere , known as thunder .<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  different names for the same type of storm may not be the same as different names for different types of thunderstorm"						3	5					3
615dfa409d28374d872b9fe5	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
615dfa409d28374d872b9fe5	36	"<strong>Hypothesis:</strong> On the opening weekend , The Little Hours film was played in 2 theaters with gross sales of more than $ 61,555 .<br> <hr size=""2""><strong>Premise:</strong> The Little Hours opened in 2 theaters on it 's opening weekend and has currently grossed $ 61,560.<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the little hours opened in 2 theaters on it's opening weekend and has currently grossed $ 61,560 is same as film was played in 2 theaters with gross sales of more than $ 61,555"					2					2		
615dfa409d28374d872b9fe5	2	"<strong>Hypothesis:</strong> A man is laying a cover over a wild horse that is falling on the track<br> <hr size=""2""><strong>Premise:</strong> A horse is tossing the cowboy wearing pants of blue and red color<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  the cowboy is not laying a cover over a wild horse that is falling on the track"			4							2		
615dfa409d28374d872b9fe5	440	"<strong>Hypothesis:</strong> a 16-year-old boy has become the first teenager to play taekwondo in the world, says the british taekwondo federation's chief executive.<br> <hr size=""2""><strong>Premise:</strong> Luke, 18, is one of 14 successful candidates from the 282 youngsters who entered the Fighting Chance scheme. GB Taekwondo chief Gary Hall said that, like his sister Jade, the teenager is ""a good character"". Hall added: ""He hasn't got the tactical game finesse his sister has but he has a lot of the basic ingredients."" The 14 who made the cut will undergo a three-month training regime before fighting at the Austrian Open in June. Performance director Hall added: ""This group is really strong. We have done [the Fighting Chance scheme] four times and this has got to be one of the strongest intakes we have had. ""They will go on a three-month programme, including participation in the Austrian Open, to see how they perform. ""If they are really making progress in the system then we will continue with them."" Find out how to get into taekwondo in our special guide.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  Luke is not his sister Jade, but he is one of the 14 who made the cut."					2					2		
615dfa409d28374d872b9fe5	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
615dfa409d28374d872b9fe5	287	"<strong>Hypothesis:</strong> two people in south west scotland have been targeted by telephone scams.<br> <hr size=""2""><strong>Premise:</strong> The first incident saw a 71-year-old woman from Sandyhills tricked by someone claiming to work for BT. Now a woman in Stranraer has lost money to a caller who said he was contacting her about problems with her internet. He claimed to be from BT technical support and gained remote access to her computer to take the cash. The Sandyhills incident happened on 15 September with the Stranraer con taking place seven days later. PC Siobhan Pellett said: ""The ease with which these people seem to be able to gain access to their victim's computer is frightening and the sums of money being taken are substantial. ""We are asking people to be very, very careful when answering a cold call from someone who tries to gain remote access to their computer in order to rectify an alleged fault. ""Our message is worth repeating once again that people should never, never give out any banking details or account numbers over the telephone. ""Banks, building societies and reputable businesses never ask for this information.""<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  two people in south west scotland have been targeted by telephone scams. one woman was tricked by someone claiming to work for BT. the other woman lost money to a caller who claimed to be from BT technical support."				1				6				
615dfa409d28374d872b9fe5	225	"<strong>Hypothesis:</strong> The film The Invisible Man was based on a novel by H. P. Lovecraft .<br> <hr size=""2""><strong>Premise:</strong> The Invisible Man is an American 1933 Pre-Code science fiction horror film based on H. G. Wells ' science fiction novel The Invisible Man , published in 1897 , as adapted by R.C . Sherriff , Philip Wylie and Preston Sturges , whose work was considered unsatisfactory and who was taken off the project .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  h.g. wells is not h.p. lovecraft."			4								1	
615dfa409d28374d872b9fe5	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
615dfa409d28374d872b9fe5	331	"<strong>Hypothesis:</strong> Three men are looking into the distance<br> <hr size=""2""><strong>Premise:</strong> Three men are looking absent mindedly into the distance<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  looking absent mindedly is a way of looking."				1				6				
615dfa409d28374d872b9fe5	66	"<strong>Hypothesis:</strong> Two dogs are leaping through snowy grass and rocks<br> <hr size=""2""><strong>Premise:</strong> Two large dogs, a light colored one and a dark one, are running through snowy terrain<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  running through snowy terrain does not imply leaping through snowy grass and rocks."				1				6				
615dfa409d28374d872b9fe5	193	"<strong>Hypothesis:</strong> barrow and barrow played out a goalless draw in the fa cup first round.<br> <hr size=""2""><strong>Premise:</strong> Media playback is not supported on this device Eighth-tier Taunton were playing their ninth game in this season's competition and were the lowest-ranked side left after Westfields' exit on Monday. Centre-half Ed Palmer drew them level with a superb free-kick in the 73rd minute, cancelling out a fine 48th-minute opener by Barrow winger Williams. But the hosts went back in front within two minutes when a Ryan Yates cross appeared to be deflected into his own net by Josh Searle, and that was enough to send the National League side into the second round for the first time since 2012/13. Taunton frustrated the hosts in the first half, with Barrow defenders Nick Anderton and Danny Livesey both having headers cleared off the line in quick succession. Williams then fired wide while Palmer had a free-kick deflected over. But Williams then latched on to a poor clearance to cut inside and curl a superb right-footed effort into the top corner from 20 yards. Palmer stunned the home crowd by curling a 20-yard free-kick into the top corner. But Barrow soon restored their lead and keeper Lloyd Irish prevented Ross Hannah, Richie Bennett and Williams making the victory more emphatic. Report supplied by the Press Association Match ends, Barrow 2, Taunton Town 1. Second Half ends, Barrow 2, Taunton Town 1. Ed Palmer (Taunton Town) is shown the yellow card. Attempt saved. Jordan Williams (Barrow) right footed shot from outside the box is saved in the centre of the goal. Foul by Alex-Ray Harvey (Barrow). Adam Kelly (Taunton Town) wins a free kick in the attacking half. Myles Anderson (Barrow) wins a free kick in the attacking half. Foul by Matthew Wright (Taunton Town). Attempt saved. Richard Bennett (Barrow) header from the centre of the box is saved in the top centre of the goal. Corner,  Barrow. Conceded by Matt Villis. Attempt saved. Ross Hannah (Barrow) left footed shot from outside the box is saved in the bottom left corner. Matt Buse (Taunton Town) is shown the yellow card for a bad foul. Liam Hughes (Barrow) wins a free kick in the attacking half. Foul by Matt Buse (Taunton Town). Jordan Williams (Barrow) wins a free kick in the attacking half. Foul by Matthew Wright (Taunton Town). Attempt missed. Ross Hannah (Barrow) left footed shot from the left side of the box is close, but misses to the left. Substitution, Taunton Town. Matt Buse replaces Brett Trowbridge. Alex-Ray Harvey (Barrow) wins a free kick on the right wing. Foul by Shane White (Taunton Town). Corner,  Taunton Town. Conceded by Nick Wilmer-Anderton. Goal!  Barrow 2, Taunton Town 1. Ryan Yates (Barrow) left footed shot from long range on the right to the bottom left corner. Assisted by Shaun Beeley. Goal!  Barrow 1, Taunton Town 1. Ed Palmer (Taunton Town) from a free kick with a right footed shot to the top right corner. Foul by Shaun Beeley (Barrow). Ed Palmer (Taunton Town) wins a free kick in the attacking half. Corner,  Taunton Town. Conceded by Myles Anderson. Attempt blocked. Ross Hannah (Barrow) left footed shot from outside the box is blocked. Substitution, Taunton Town. Adam Kelly replaces Ollie Chamberlain. Hand ball by Shane White (Taunton Town). Attempt saved. Ryan Yates (Barrow) right footed shot from outside the box is saved in the bottom left corner. Owen Irish (Taunton Town) is shown the yellow card for a bad foul. Jordan Williams (Barrow) wins a free kick on the right wing. Foul by Owen Irish (Taunton Town). Shane White (Taunton Town) is shown the yellow card for a bad foul. Ryan Yates (Barrow) wins a free kick on the right wing. Foul by Shane White (Taunton Town). Shaun Beeley (Barrow) wins a free kick in the attacking half. Foul by Matthew Wright (Taunton Town). Substitution, Taunton Town. Craig Veal replaces Jordan Rogers. Corner,  Barrow. Conceded by Lloyd Irish.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  the teams played in different divisions last season, so the match was not a replay."				1				6				
615dfa409d28374d872b9fe5	324	"<strong>Hypothesis:</strong> the iphone t in the park have been making headlines'time at this time of year, but steve jobs has been a success.<br> <hr size=""2""><strong>Premise:</strong> Those were the days, by the way, when phones were for making calls but all that was about to change. “Have you got your hands on this new Apple phone for a piece to camera?” shouted a producer in London. “If not, why not?” This appeared to be an impossible demand. Steve Jobs had just unveiled the iPhone before an adoring crowd but it was not available for grubby hacks to manhandle. Then I remembered that we had been offered - and turned down for lack of time - an interview with Apple’s marketing chief Phil Schiller. I turned around and headed back to the Moscone Centre. Having located Mr Schiller I asked whether before our interview I might just have a look at the iPhone. He graciously handed his over - and rather than trying to ring Jony Ive or order 5,000 lattes as Steve Jobs had on stage, I brandished it at the camera for my Ten O’Clock News piece. The following weekend a Sunday newspaper columnist described me as having clutched the phone as if it were “a fragment of the true cross”, and some viewers complained that the BBC had given undue prominence to a product launch. I appeared on the Newswatch programme to defend our reporting and said that some products did merit coverage because they promised a step change in the way we lived - and I mused on whether the Model T Ford would have been a story if we’d had a TV news bulletin back then. Afterwards, I rather regretted saying that  - who knew whether the iPhone would really prove as revolutionary as the arrival of mass car ownership? But today that comparison does not look so outlandish. The smartphone has been the key transformative technology of the last decade,  putting powerful computers in the hands of more than two billion people and disrupting all sorts of industries. One example is in the photograph at the top of this article. It’s not very good - but then again it was taken by me on a digital SLR camera. In difficult lighting conditions, I struggled to get Steve Jobs in focus on stage. Compare and contrast with a photo taken 10 years later in Las Vegas last week - it was shot on an iPhone but could just as well been captured on any high-end smartphone such as a Google Pixel, and was the work of the same incompetent photographer. This 2017 photo could be instantly shared on social media - the Steve Jobs one stayed in my SLR for days. My point is that the iPhone radically changed the way we thought about photography and a whole range of other activities we could now do on the move. Of course, there were cameras on phones before 2007, just as there were mobile devices that allowed you to roam the internet or send an email. But the genius of Steve Jobs was to realise that without an attractive user interface many people just couldn’t be bothered to do more with their phones than talk and text. So, despite my rather British distaste for the hyperbole surrounding the iPhone launch - expressed at the time in a blog - I now look back and feel grateful to have witnessed a moment in history. Other firms, notably Amazon and Google, are now taking us forward with innovative products imbued with artificial intelligence. But it was on a sunny January morning in San Francisco that the mobile connected era began.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  the iphone is not the same as the iphone t."				1				6				
615dfa409d28374d872b9fe5	348	"<strong>Hypothesis:</strong> Two people are riding motorbikes<br> <hr size=""2""><strong>Premise:</strong> Two people are not riding motorbikes<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  people who are riding motorbikes do not have to be riding them."				1							1	
63bc6908f191addbce2824a2	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
63bc6908f191addbce2824a2	122	"<strong>Hypothesis:</strong> Roberto Orci worked alone .<br> <hr size=""2""><strong>Premise:</strong> In 2013 , they created Sleepy Hollow alongside Phillip Iscove .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  roberto orci worked with phillip iscove, not alone."				1				6				
63bc6908f191addbce2824a2	447	"<strong>Hypothesis:</strong> A boy is studying a calendar<br> <hr size=""2""><strong>Premise:</strong> There is no boy looking at a calendar<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  there is no boy looking at a calendar."				1				6				
63bc6908f191addbce2824a2	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
63bc6908f191addbce2824a2	444	"<strong>Hypothesis:</strong> The Armed Forces of Bolivia announced a change to include an inclusive policy regarding transgender people in the military service in 2013 .<br> <hr size=""2""><strong>Premise:</strong> As of 2014 , Bolivia was one of eighteen countries that allowed transgender people to serve openly in the military.<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  the Bolivian government did not announce a change to include an inclusive policy regarding transgender people in the military service in 2013."			4							2		
63bc6908f191addbce2824a2	400	"<strong>Hypothesis:</strong> A clown is singing and people are dancing<br> <hr size=""2""><strong>Premise:</strong> There is no clown singing and people are not dancing<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  one cannot be singing and dancing simultaneously."					2					2		
63bc6908f191addbce2824a2	238	"<strong>Hypothesis:</strong> A cat is crawling under a piece of furniture<br> <hr size=""2""><strong>Premise:</strong> A cat is not crawling under a piece of furniture<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  crawling under is not the same as being under."					2					2		
63bc6908f191addbce2824a2	147	"<strong>Hypothesis:</strong> The man is carelessly smearing butter on a slice of garlic bread<br> <hr size=""2""><strong>Premise:</strong> A man is carelessly smearing butter on a slice of garlic flavored bread<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  a man is carelessly smearing butter on a slice of garlic flavored bread is same as man is carelessly smearing butter on a slice of garlic bread"				1				6				
63bc6908f191addbce2824a2	114	"<strong>Hypothesis:</strong> The character 's leg was stabbed .<br> <hr size=""2""><strong>Premise:</strong> He then stabs his arm , but realizes he will not be able to cut through the bone .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  the character's arm is not his leg."				1				6				
63bc6908f191addbce2824a2	397	"<strong>Hypothesis:</strong> My Neighbor Totoro sold more than 3.7 million DVDs after July 2018 .<br> <hr size=""2""><strong>Premise:</strong> In the United States , the 2010 DVD release sold 3.61million units and grossed as of April 2018 .<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  not all dvds are my neighbor totoro."				1				6				
63bc6908f191addbce2824a2	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
63bc6908f191addbce2824a2	67	"<strong>Hypothesis:</strong> Vishnuvardhan selected Rajkannan as the dialogue writer for the film Billa .<br> <hr size=""2""><strong>Premise:</strong> For his crew , Vishnuvardhan picked his preferred technicians ; with Sujatha as the dialogue writer , Nirav Shah as the cinematographer , William Ong as the stunt master , Thotta Tharani as the art director , Pa. Vijay as the chief lyricist and A. Sreekar Prasad as the editor .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  the crew could not be both Sujatha and Rajkannan."					2					2		
63bc6908f191addbce2824a2	196	"<strong>Hypothesis:</strong> Case Keenum led the Vikings in the win over New Orleans Saints in the Minneapolis Miracle .<br> <hr size=""2""><strong>Premise:</strong> He led the Vikings to a 13-3 season , and a victory them over the New Orleans Saints in the divisional round .<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  case keenum led the vikings to a 13-3 season, and a victory them over the new orleans saints in the divisional round."						3			4	2		
653198876ca84c57a3b07e1b	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
653198876ca84c57a3b07e1b	286	"<strong>Hypothesis:</strong> A boy is studying a calendar<br> <hr size=""2""><strong>Premise:</strong> There is no boy looking at a calendar<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  a boy is not looking at a calendar."					2				4			
653198876ca84c57a3b07e1b	321	"<strong>Hypothesis:</strong> A cat is crawling under a piece of furniture<br> <hr size=""2""><strong>Premise:</strong> A cat is not crawling under a piece of furniture<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  if a cat is not crawling under a piece of furniture than it is not crawling under it."				1				6				
653198876ca84c57a3b07e1b	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
653198876ca84c57a3b07e1b	369	"<strong>Hypothesis:</strong> The sitcom `` The Suite Life of Zack & Cody '' was created by Martin Kallis .<br> <hr size=""2""><strong>Premise:</strong> The Suite Life of Zack & Cody is an American sitcom created by Martin Kallis and Jim Geoghan .<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the suite life of zack and cody was created by martin kallis and james geoghan."					2				4	2		
653198876ca84c57a3b07e1b	69	"<strong>Hypothesis:</strong> A person is wearing a hat and is sitting on the grass<br> <hr size=""2""><strong>Premise:</strong> An old man is sitting in a field<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  the man is not necessarily wearing a hat and is sitting in a field."			4								1	
653198876ca84c57a3b07e1b	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
653198876ca84c57a3b07e1b	173	"<strong>Hypothesis:</strong> Marcell Dareus plays for the Jacksonville Jaguars .<br> <hr size=""2""><strong>Premise:</strong> Marcell Dareus ( born March 13 , 1990 ) is an American football defensive tackle for the Jacksonville Jaguars of the National Football League ( NFL ) .<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the name Marcell Dareus means ""defensive tackle"" in the national football league ( NFL)."			4				5			2		
